"age","job","marital","education","default_credit","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","term_deposit_subscribed"
"Youth","services","married","secondary","no",-298,"no","yes","cellular",10,"jul",174,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",-11,"yes","no","cellular",11,"may",94,4,-1,0,"unknown","no"
"Youth","services","divorced","secondary","no",74,"yes","no","unknown",23,"may",106,6,-1,0,"unknown","no"
"Workforce","services","single","secondary","no",513,"yes","no","cellular",29,"jul",331,2,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",0,"no","no","cellular",26,"aug",30,20,-1,0,"unknown","no"
"Workforce","management","single","tertiary","no",695,"no","no","cellular",28,"jan",233,1,-1,0,"unknown","no"
"Youth","technician","single","tertiary","no",600,"no","no","cellular",2,"nov",272,1,-1,0,"unknown","no"
"Youth","admin.","divorced","secondary","no",138,"yes","yes","unknown",20,"may",158,1,-1,0,"unknown","no"
"Youth","services","married","secondary","no",40,"yes","no","cellular",17,"jul",302,2,-1,0,"unknown","no"
"Workforce","admin.","married","tertiary","no",342,"yes","no","unknown",4,"jun",1138,1,-1,0,"unknown","no"
"Workforce","services","single","secondary","no",248,"yes","no","unknown",7,"may",90,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",796,"no","no","cellular",22,"aug",150,2,-1,0,"unknown","no"
"Youth","blue-collar","married","primary","no",248,"yes","no","cellular",18,"may",113,1,-1,0,"unknown","no"
"Youth","admin.","single","primary","no",-258,"yes","no","unknown",28,"may",193,2,-1,0,"unknown","no"
"Youth","student","single","secondary","no",556,"yes","no","cellular",15,"may",170,2,-1,0,"unknown","no"
"Workforce","entrepreneur","married","primary","no",13930,"yes","no","cellular",25,"jul",337,2,-1,0,"unknown","no"
"Youth","blue-collar","married","primary","no",62,"no","no","unknown",27,"jun",213,1,-1,0,"unknown","no"
"Workforce","management","single","tertiary","no",4082,"yes","no","cellular",17,"apr",322,2,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",96,"yes","no","cellular",20,"nov",151,3,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",77,"yes","no","unknown",15,"may",381,7,-1,0,"unknown","no"
"Youth","student","single","unknown","no",722,"no","no","telephone",21,"apr",623,2,-1,0,"unknown","yes"
"Workforce","housemaid","divorced","primary","no",2291,"no","no","unknown",17,"jun",218,1,-1,0,"unknown","no"
"Retired","retired","married","primary","no",279,"no","no","cellular",28,"jan",399,3,-1,0,"unknown","yes"
"Workforce","management","married","tertiary","no",261,"no","no","cellular",14,"jul",225,2,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",1815,"no","no","cellular",29,"jul",86,6,-1,0,"unknown","no"
"Youth","blue-collar","single","primary","no",85,"no","no","unknown",16,"may",136,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",1217,"yes","yes","cellular",18,"nov",155,1,-1,0,"unknown","no"
"Youth","services","divorced","secondary","no",221,"yes","no","unknown",19,"may",343,1,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",1423,"yes","no","cellular",16,"apr",633,3,248,2,"unknown","no"
"Workforce","management","married","tertiary","no",0,"no","yes","cellular",9,"jul",55,1,-1,0,"unknown","no"
"Retired","retired","married","tertiary","no",4692,"yes","no","cellular",13,"jan",113,1,90,1,"failure","no"
"Workforce","management","divorced","tertiary","no",6269,"yes","no","telephone",18,"nov",249,3,112,2,"failure","no"
"Youth","housemaid","divorced","secondary","no",715,"yes","yes","unknown",16,"may",14,15,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",-98,"yes","no","unknown",9,"may",112,1,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",4681,"yes","no","unknown",28,"may",507,2,-1,0,"unknown","no"
"Workforce","blue-collar","divorced","primary","no",1265,"no","yes","cellular",7,"jul",849,1,-1,0,"unknown","yes"
"Youth","housemaid","married","primary","no",7,"no","yes","unknown",27,"jun",110,1,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",2104,"no","no","cellular",3,"jun",210,2,-1,0,"unknown","yes"
"Workforce","blue-collar","married","primary","no",807,"yes","no","cellular",19,"nov",1057,1,-1,0,"unknown","yes"
"Retired","retired","married","tertiary","no",846,"no","no","telephone",26,"may",1346,1,-1,0,"unknown","yes"
"Youth","blue-collar","married","secondary","no",64,"yes","yes","cellular",14,"jul",611,2,-1,0,"unknown","no"
"Retired","management","married","tertiary","no",261,"yes","yes","cellular",1,"jun",128,1,192,1,"failure","no"
"Workforce","blue-collar","married","secondary","no",0,"no","no","telephone",17,"nov",483,1,-1,0,"unknown","no"
"Youth","admin.","divorced","secondary","yes",-18,"yes","no","cellular",6,"may",244,1,359,3,"failure","no"
"Youth","technician","single","tertiary","no",822,"no","no","telephone",3,"feb",371,3,-1,0,"unknown","no"
"Workforce","retired","married","secondary","no",1454,"no","no","telephone",30,"jan",479,1,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",196,"yes","no","cellular",21,"nov",318,1,-1,0,"unknown","no"
"Youth","services","single","secondary","no",-293,"no","yes","cellular",10,"jul",150,1,-1,0,"unknown","no"
"Workforce","unknown","single","unknown","no",1316,"no","no","unknown",5,"jun",285,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",0,"yes","no","cellular",2,"feb",210,1,-1,0,"unknown","no"
"Workforce","entrepreneur","divorced","tertiary","no",1273,"yes","yes","unknown",11,"jun",197,3,-1,0,"unknown","no"
"Workforce","technician","divorced","secondary","no",630,"yes","no","cellular",20,"apr",28,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",4374,"yes","no","cellular",31,"jul",68,3,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",3324,"no","no","cellular",17,"nov",96,1,131,1,"failure","no"
"Youth","services","married","secondary","no",0,"yes","no","unknown",5,"may",54,1,-1,0,"unknown","no"
"Workforce","technician","divorced","secondary","no",1705,"yes","no","unknown",15,"may",367,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",162,"yes","no","cellular",21,"nov",143,1,-1,0,"unknown","no"
"Youth","blue-collar","single","primary","no",215,"yes","no","cellular",13,"may",137,3,-1,0,"unknown","no"
"Youth","services","married","secondary","no",33,"no","no","cellular",18,"nov",36,1,-1,0,"unknown","no"
"Retired","admin.","married","unknown","no",4629,"yes","no","cellular",27,"oct",624,1,-1,0,"unknown","yes"
"Youth","admin.","married","secondary","no",-297,"yes","no","unknown",27,"may",398,3,-1,0,"unknown","no"
"Workforce","blue-collar","single","secondary","no",1598,"yes","no","cellular",5,"feb",208,1,-1,0,"unknown","no"
"Workforce","blue-collar","single","secondary","no",0,"no","no","cellular",30,"apr",102,1,-1,0,"unknown","no"
"Retired","blue-collar","divorced","primary","no",7601,"yes","no","unknown",8,"may",285,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","unknown","no",-406,"yes","no","cellular",30,"jul",152,5,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",2354,"no","yes","unknown",27,"may",98,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","unknown","no",990,"yes","no","cellular",9,"jul",420,1,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",629,"yes","yes","unknown",18,"jun",680,2,-1,0,"unknown","no"
"Youth","technician","divorced","secondary","no",345,"yes","no","cellular",5,"may",318,3,-1,0,"unknown","no"
"Youth","student","single","unknown","no",5827,"no","no","cellular",17,"nov",97,2,-1,0,"unknown","no"
"Youth","technician","married","tertiary","no",14232,"yes","no","cellular",18,"nov",372,2,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",972,"yes","no","cellular",30,"jul",294,3,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",0,"yes","no","cellular",17,"nov",273,2,131,1,"failure","no"
"Workforce","management","married","primary","no",22856,"no","no","cellular",2,"jul",154,1,388,1,"failure","no"
"Workforce","management","married","tertiary","no",328,"no","no","cellular",8,"aug",230,2,-1,0,"unknown","no"
"Workforce","blue-collar","divorced","secondary","no",663,"yes","no","unknown",22,"jul",24,1,792,3,"unknown","no"
"Workforce","self-employed","single","secondary","no",526,"no","no","cellular",30,"apr",523,1,87,2,"unknown","yes"
"Workforce","services","single","secondary","no",917,"no","no","cellular",29,"jul",293,2,-1,0,"unknown","no"
"Youth","services","single","secondary","no",-341,"no","no","cellular",15,"may",339,1,345,3,"failure","no"
"Workforce","self-employed","married","tertiary","no",11387,"no","no","cellular",15,"apr",134,1,-1,0,"unknown","no"
"Workforce","admin.","divorced","secondary","no",340,"yes","no","cellular",17,"apr",463,1,344,1,"failure","no"
"Workforce","technician","divorced","secondary","no",0,"yes","no","cellular",16,"apr",867,1,-1,0,"unknown","no"
"Youth","blue-collar","married","primary","no",206,"yes","no","unknown",20,"may",205,2,-1,0,"unknown","no"
"Workforce","retired","married","tertiary","no",9676,"no","no","telephone",27,"mar",234,2,-1,0,"unknown","yes"
"Youth","blue-collar","married","tertiary","no",17672,"no","no","cellular",20,"nov",548,1,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",612,"no","no","cellular",30,"apr",192,1,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",28,"no","no","unknown",16,"may",51,1,-1,0,"unknown","no"
"Youth","blue-collar","married","primary","no",605,"yes","no","unknown",15,"may",334,10,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",708,"yes","no","unknown",16,"may",631,3,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",1573,"yes","yes","cellular",17,"nov",279,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",1354,"yes","no","cellular",29,"jan",50,2,-1,0,"unknown","no"
"Youth","services","single","secondary","no",658,"no","no","cellular",22,"may",100,1,-1,0,"unknown","no"
"Workforce","entrepreneur","married","tertiary","no",2644,"yes","no","cellular",3,"apr",235,1,133,3,"failure","no"
"Workforce","technician","married","secondary","no",331,"yes","no","cellular",20,"aug",256,4,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",3779,"yes","no","cellular",12,"aug",178,9,-1,0,"unknown","no"
"Youth","technician","married","tertiary","no",8463,"no","no","cellular",13,"aug",80,2,-1,0,"unknown","no"
"Workforce","retired","married","secondary","no",2020,"no","no","unknown",19,"jun",93,4,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",169,"no","no","cellular",14,"aug",180,1,106,2,"failure","no"
"Workforce","blue-collar","married","primary","no",346,"yes","no","cellular",20,"apr",188,1,-1,0,"unknown","no"
"Youth","student","single","tertiary","no",2539,"no","no","telephone",5,"mar",199,5,-1,0,"unknown","yes"
"Workforce","housemaid","married","primary","no",1521,"no","no","unknown",6,"jun",24,1,-1,0,"unknown","no"
"Workforce","self-employed","single","tertiary","no",1004,"yes","no","unknown",6,"jun",377,3,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",195,"yes","no","unknown",16,"may",541,5,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",0,"no","no","cellular",26,"aug",748,3,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",90,"yes","no","telephone",20,"apr",67,5,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",52,"yes","no","cellular",6,"sep",908,1,185,9,"success","yes"
"Workforce","admin.","single","secondary","no",3457,"no","no","unknown",19,"may",103,4,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",-110,"yes","no","cellular",20,"apr",97,2,321,2,"unknown","no"
"Workforce","management","married","tertiary","no",7049,"no","no","cellular",21,"nov",530,1,163,2,"failure","yes"
"Youth","entrepreneur","single","secondary","no",159,"yes","no","unknown",23,"may",533,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",546,"no","no","cellular",22,"aug",82,2,-1,0,"unknown","no"
"Workforce","entrepreneur","married","tertiary","no",1068,"yes","no","unknown",17,"jun",70,8,-1,0,"unknown","no"
"Workforce","blue-collar","divorced","primary","no",5,"no","no","cellular",7,"jul",118,1,-1,0,"unknown","no"
"Retired","retired","married","primary","no",962,"no","no","cellular",17,"jun",344,1,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",626,"yes","no","cellular",15,"may",412,2,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",906,"yes","yes","unknown",21,"may",218,7,-1,0,"unknown","no"
"Workforce","blue-collar","divorced","secondary","no",94,"yes","no","unknown",29,"may",430,1,-1,0,"unknown","no"
"Youth","student","single","secondary","no",1925,"no","no","cellular",25,"may",252,1,88,4,"failure","yes"
"Workforce","technician","divorced","secondary","no",-291,"no","no","cellular",19,"aug",99,2,-1,0,"unknown","no"
"Workforce","unemployed","divorced","secondary","no",1266,"yes","no","telephone",3,"feb",45,1,-1,0,"unknown","no"
"Youth","student","single","tertiary","no",20,"no","no","cellular",8,"sep",127,2,-1,0,"unknown","no"
"Workforce","retired","divorced","tertiary","no",-309,"yes","no","cellular",21,"aug",343,2,428,2,"success","yes"
"Retired","admin.","married","secondary","no",4348,"yes","no","cellular",1,"oct",131,2,98,12,"unknown","no"
"Workforce","services","married","secondary","no",556,"no","no","unknown",19,"may",134,3,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",297,"no","no","cellular",11,"may",273,5,-1,0,"unknown","no"
"Workforce","management","divorced","secondary","no",1448,"yes","no","cellular",20,"apr",196,2,283,2,"failure","no"
"Workforce","self-employed","divorced","tertiary","no",2938,"no","no","cellular",6,"feb",107,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",2987,"yes","no","telephone",16,"nov",135,8,96,1,"success","no"
"Workforce","blue-collar","married","primary","no",69,"yes","no","cellular",17,"nov",375,1,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",19,"yes","no","unknown",9,"may",130,2,-1,0,"unknown","no"
"Workforce","blue-collar","divorced","primary","no",24,"yes","no","cellular",11,"may",701,1,362,1,"success","yes"
"Youth","technician","married","unknown","no",4053,"yes","no","unknown",23,"may",123,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",-3,"no","no","cellular",25,"aug",728,4,-1,0,"unknown","no"
"Retired","management","married","tertiary","no",315,"no","no","cellular",1,"sep",840,1,183,3,"success","yes"
"Youth","technician","single","secondary","no",-125,"yes","no","unknown",9,"may",67,3,-1,0,"unknown","no"
"Retired","technician","married","tertiary","no",1626,"yes","yes","unknown",27,"may",395,2,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",438,"yes","no","cellular",18,"may",10,5,-1,0,"unknown","no"
"Workforce","self-employed","married","tertiary","no",1503,"no","no","cellular",27,"aug",128,12,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",1313,"no","no","telephone",24,"aug",420,4,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",157,"yes","yes","cellular",28,"jan",136,1,-1,0,"unknown","no"
"Youth","entrepreneur","married","secondary","no",31,"no","no","unknown",8,"may",229,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",64,"no","no","cellular",17,"nov",208,1,159,1,"success","no"
"Workforce","admin.","married","secondary","no",0,"no","no","unknown",11,"jun",378,4,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",8600,"yes","no","cellular",18,"nov",61,1,-1,0,"unknown","no"
"Workforce","technician","married","tertiary","no",0,"no","no","cellular",22,"aug",78,2,-1,0,"unknown","no"
"Youth","admin.","single","tertiary","no",994,"no","no","cellular",2,"feb",75,2,-1,0,"unknown","no"
"Youth","blue-collar","married","unknown","no",1084,"yes","no","cellular",10,"jul",1019,1,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",2254,"no","no","cellular",5,"aug",77,1,-1,0,"unknown","no"
"Youth","admin.","married","tertiary","no",1717,"no","yes","unknown",2,"jul",218,2,-1,0,"unknown","no"
"Workforce","entrepreneur","divorced","tertiary","no",2109,"no","no","cellular",13,"oct",79,2,-1,0,"unknown","yes"
"Youth","admin.","single","secondary","no",336,"no","yes","cellular",5,"jun",133,1,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",313,"no","no","cellular",8,"may",208,1,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",0,"no","no","unknown",9,"jun",229,2,-1,0,"unknown","no"
"Youth","unemployed","single","secondary","no",0,"yes","yes","cellular",25,"aug",159,2,-1,0,"unknown","no"
"Workforce","housemaid","divorced","primary","no",617,"no","no","telephone",29,"jul",119,7,-1,0,"unknown","no"
"Youth","services","married","secondary","no",94,"yes","no","unknown",15,"may",352,2,-1,0,"unknown","no"
"Youth","services","married","secondary","no",690,"yes","no","cellular",14,"apr",553,2,316,1,"unknown","no"
"Workforce","blue-collar","divorced","secondary","no",2843,"no","no","cellular",12,"feb",473,1,182,1,"success","no"
"Workforce","technician","divorced","secondary","no",1573,"yes","no","unknown",26,"may",130,1,-1,0,"unknown","no"
"Workforce","student","single","unknown","no",1527,"no","no","cellular",8,"mar",132,1,-1,0,"unknown","yes"
"Youth","admin.","divorced","secondary","no",0,"no","yes","cellular",14,"jul",227,4,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",839,"yes","no","cellular",20,"aug",121,4,-1,0,"unknown","no"
"Workforce","retired","married","secondary","no",18722,"yes","no","unknown",12,"may",128,2,-1,0,"unknown","no"
"Workforce","unknown","married","secondary","no",2206,"no","no","cellular",12,"aug",265,1,91,5,"success","yes"
"Youth","blue-collar","married","secondary","no",883,"yes","yes","unknown",30,"may",59,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",2037,"no","no","unknown",5,"oct",10,1,-1,0,"unknown","no"
"Youth","housemaid","married","secondary","no",0,"no","no","cellular",12,"aug",91,2,-1,0,"unknown","no"
"Youth","admin.","divorced","secondary","no",335,"yes","no","unknown",21,"may",501,2,-1,0,"unknown","no"
"Workforce","unknown","married","primary","no",732,"no","no","cellular",27,"oct",759,2,-1,0,"unknown","yes"
"Workforce","blue-collar","single","secondary","no",436,"yes","no","unknown",5,"may",231,3,-1,0,"unknown","no"
"Youth","technician","married","tertiary","no",702,"no","yes","cellular",31,"jul",40,29,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",49,"yes","no","unknown",27,"may",135,5,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",335,"no","no","cellular",12,"may",527,2,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",-206,"yes","yes","cellular",15,"may",133,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",252,"yes","yes","cellular",9,"jul",140,3,-1,0,"unknown","no"
"Youth","admin.","single","tertiary","no",164,"yes","no","cellular",9,"feb",92,7,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",12845,"yes","no","unknown",18,"nov",117,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","yes",540,"no","no","cellular",18,"nov",205,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",3768,"yes","no","unknown",18,"jun",316,1,-1,0,"unknown","no"
"Youth","blue-collar","married","primary","no",690,"yes","no","unknown",26,"may",880,3,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",562,"yes","no","unknown",30,"may",722,3,-1,0,"unknown","yes"
"Workforce","technician","married","secondary","no",-366,"yes","yes","unknown",6,"may",29,3,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",6807,"no","no","cellular",21,"oct",512,2,184,1,"success","yes"
"Workforce","management","married","unknown","no",7861,"no","no","cellular",20,"nov",380,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",215,"yes","yes","unknown",6,"may",308,3,-1,0,"unknown","no"
"Retired","admin.","single","secondary","no",860,"yes","no","cellular",12,"may",318,1,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",21,"yes","no","cellular",14,"may",107,4,371,3,"failure","no"
"Workforce","entrepreneur","married","secondary","no",718,"yes","no","cellular",14,"may",201,2,365,2,"failure","no"
"Youth","blue-collar","married","secondary","no",224,"yes","no","unknown",19,"may",571,5,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",4425,"no","no","unknown",17,"nov",147,1,110,2,"failure","no"
"Workforce","admin.","married","secondary","no",2116,"no","no","cellular",8,"aug",109,3,-1,0,"unknown","no"
"Workforce","self-employed","married","primary","no",0,"yes","no","telephone",28,"jul",97,2,-1,0,"unknown","no"
"Youth","services","married","secondary","no",372,"yes","no","cellular",17,"apr",202,2,280,1,"failure","no"
"Workforce","retired","married","secondary","no",1227,"no","no","cellular",29,"jan",380,2,-1,0,"unknown","no"
"Youth","admin.","married","tertiary","no",235,"yes","no","cellular",29,"jul",185,6,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",1012,"yes","yes","cellular",9,"apr",353,2,163,1,"success","no"
"Youth","technician","married","secondary","no",0,"no","no","cellular",19,"aug",87,1,-1,0,"unknown","no"
"Youth","admin.","married","tertiary","no",882,"no","no","cellular",13,"aug",135,1,113,5,"success","no"
"Workforce","blue-collar","married","unknown","no",733,"yes","no","unknown",7,"may",268,1,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",10,"no","yes","cellular",12,"may",357,1,175,4,"failure","no"
"Youth","admin.","single","secondary","no",1690,"no","yes","cellular",28,"jul",408,3,-1,0,"unknown","no"
"Workforce","management","married","unknown","no",2982,"no","no","unknown",16,"jun",55,2,-1,0,"unknown","no"
"Youth","entrepreneur","married","tertiary","no",7962,"yes","no","cellular",20,"nov",96,2,-1,0,"unknown","no"
"Workforce","blue-collar","divorced","primary","no",1299,"no","no","cellular",12,"aug",58,1,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",1232,"yes","no","cellular",16,"apr",258,1,316,2,"failure","no"
"Youth","blue-collar","married","primary","no",108,"yes","no","telephone",28,"jul",57,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",0,"yes","no","unknown",29,"may",184,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",322,"yes","no","cellular",22,"jul",485,1,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",1326,"yes","no","unknown",9,"may",70,1,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",-245,"no","yes","unknown",26,"may",63,1,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",7,"yes","no","unknown",15,"may",98,2,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",42,"no","yes","unknown",3,"jul",389,2,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",2737,"yes","no","cellular",13,"may",199,3,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",3778,"yes","no","telephone",13,"may",259,3,-1,0,"unknown","no"
"Youth","admin.","married","secondary","no",1794,"no","no","cellular",20,"nov",1035,1,-1,0,"unknown","yes"
"Workforce","admin.","married","secondary","no",4178,"no","no","unknown",20,"jun",168,2,-1,0,"unknown","no"
"Workforce","admin.","single","secondary","no",30,"yes","no","unknown",14,"may",211,3,-1,0,"unknown","no"
"Workforce","management","single","unknown","no",715,"yes","no","cellular",2,"apr",951,1,132,3,"failure","no"
"Youth","services","single","secondary","no",-358,"yes","no","unknown",26,"may",253,2,-1,0,"unknown","no"
"Youth","blue-collar","married","primary","no",2798,"yes","no","cellular",20,"apr",297,4,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",106,"yes","no","telephone",9,"feb",51,5,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",23,"yes","no","cellular",7,"may",98,1,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",295,"no","no","cellular",5,"jun",169,1,-1,0,"unknown","no"
"Workforce","self-employed","divorced","secondary","no",8515,"yes","no","unknown",20,"nov",14,7,112,4,"unknown","no"
"Workforce","management","married","tertiary","no",40,"no","no","cellular",19,"nov",1265,3,-1,0,"unknown","yes"
"Workforce","self-employed","divorced","secondary","no",0,"yes","no","cellular",20,"apr",84,1,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",210,"yes","no","telephone",21,"nov",62,1,127,2,"failure","no"
"Youth","technician","married","tertiary","no",0,"no","no","cellular",26,"may",58,1,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",1522,"yes","no","cellular",18,"nov",171,2,179,3,"failure","no"
"Workforce","management","divorced","secondary","no",764,"no","yes","cellular",21,"nov",127,3,-1,0,"unknown","no"
"Workforce","retired","married","secondary","no",667,"no","no","cellular",20,"nov",486,1,-1,0,"unknown","no"
"Workforce","unemployed","married","secondary","no",565,"yes","no","unknown",20,"may",153,2,-1,0,"unknown","no"
"Workforce","blue-collar","single","secondary","no",217,"yes","no","unknown",9,"may",107,1,-1,0,"unknown","no"
"Youth","admin.","married","secondary","no",680,"yes","no","cellular",6,"may",265,1,-1,0,"unknown","no"
"Retired","retired","married","secondary","no",2048,"no","no","cellular",27,"aug",212,1,-1,0,"unknown","yes"
"Youth","blue-collar","divorced","primary","no",21,"yes","no","cellular",4,"feb",166,2,-1,0,"unknown","no"
"Workforce","housemaid","married","unknown","no",174,"no","no","telephone",29,"jul",308,3,-1,0,"unknown","no"
"Workforce","management","single","tertiary","no",1631,"yes","no","cellular",17,"apr",175,1,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",0,"yes","no","cellular",15,"may",6,4,-1,0,"unknown","no"
"Workforce","services","single","secondary","no",19343,"yes","no","cellular",21,"nov",13,4,179,4,"failure","no"
"Workforce","blue-collar","married","primary","no",0,"no","no","unknown",17,"jun",104,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",218,"no","no","cellular",19,"aug",97,9,-1,0,"unknown","no"
"Workforce","blue-collar","single","primary","no",12130,"yes","no","unknown",18,"jun",429,13,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",477,"no","no","cellular",8,"jul",138,1,-1,0,"unknown","no"
"Workforce","unemployed","divorced","secondary","no",201,"no","no","cellular",11,"aug",140,1,-1,0,"unknown","yes"
"Youth","services","married","secondary","no",2211,"no","no","unknown",8,"may",149,1,-1,0,"unknown","no"
"Workforce","unemployed","divorced","secondary","no",1577,"yes","no","cellular",19,"nov",87,1,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",219,"yes","yes","cellular",29,"jul",142,8,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",276,"yes","no","cellular",15,"may",106,1,368,4,"failure","no"
"Workforce","entrepreneur","married","unknown","no",3133,"yes","yes","cellular",10,"jul",804,1,-1,0,"unknown","yes"
"Workforce","blue-collar","married","secondary","no",408,"yes","no","unknown",14,"sep",6,1,838,3,"unknown","no"
"Workforce","entrepreneur","married","unknown","no",100,"yes","no","unknown",5,"may",702,1,-1,0,"unknown","no"
"Workforce","entrepreneur","married","tertiary","no",1,"no","no","cellular",19,"nov",401,1,-1,0,"unknown","no"
"Workforce","technician","divorced","tertiary","no",291,"no","yes","cellular",17,"jul",219,1,-1,0,"unknown","no"
"Workforce","admin.","divorced","secondary","no",777,"yes","no","cellular",18,"may",517,3,350,2,"failure","no"
"Youth","entrepreneur","married","secondary","yes",-868,"yes","no","unknown",30,"jun",198,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",-367,"yes","yes","cellular",19,"nov",206,5,-1,0,"unknown","no"
"Workforce","admin.","divorced","secondary","no",407,"yes","yes","cellular",19,"aug",89,1,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",3653,"yes","yes","cellular",21,"nov",252,1,168,4,"failure","no"
"Youth","blue-collar","married","secondary","no",2089,"yes","no","cellular",19,"nov",192,1,5,1,"success","no"
"Youth","blue-collar","married","secondary","no",990,"yes","yes","cellular",7,"may",92,1,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",1629,"no","no","cellular",31,"jul",57,2,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",3434,"no","yes","cellular",27,"feb",115,1,-1,0,"unknown","yes"
"Workforce","entrepreneur","married","tertiary","no",209,"no","no","cellular",29,"jul",112,2,-1,0,"unknown","no"
"Workforce","admin.","divorced","tertiary","no",0,"yes","yes","cellular",12,"jan",171,1,64,6,"unknown","no"
